content,score
"bintang satu dulu, sering keblokir g jelas disuruh datang kecabang, ehh 2 kali datang Kcabangnya disuruh pulang lagi alasnya mau istirahat...padahal baru set 12, antrian g ada...Bank ini g rekomenlah cari Bank Lain aja..",1
"sangat buruk, jaringan bagus tapi stuk di logo wonder sampek setengah jam, mending livin, wonder sangat buruk sekali, nyesel pake wonder",1
kenapa sih setiap mau membuka aplikasi nya lama baget utk login nya.,1
sangat susah sekali proses verifikasi wajah diaplikasi ini...pdhl sdh lama pake wondr...pas mau login kembali tlg dipermudah kedepanya,4
transaksi qris saya sering gagal padahal saldo mencukupi,1
"sering banget susah masuk loading terus, mau transaksi malahan loading lama sampe setengah jam loading gak bisa ngapa2in. tolong perbaiki lagi",3
"tanggal 12 juni 2025 aku beli pulsa 50 ribu sama 25 ribu, di bukti transaksi tulisan nya transaksi berhasil tapi pas di cek Ternyata pulsa nya belum masuk, aku tunggu 1 hari full ternyata pulsa nya belum masuk juga, akhirnya aku laporin ke call center bni, katanya tunggu 5 hari nanti kasusnya ditangani, tiba tiba tanggal 17 juni muncul email yang mengatakan kasus close, ku cek lagi ternyata pulsa nya belum masuk juga, gak profesional banget bni.",1
"jelek katanya bisa login ke kartu kks bpnt tp pas registrasi udh selesai upload KTP sm muka mlh yg kluar daftar rekening bkn fitur""ny, haduh g guna kl gni awas aja klo data ortu saya disalahgunakan!!!! hapus data ortu saya disitu yaa yg udh daftarin td",1
sangat membantu untuk bertransaksi di semua tempat dan mudah membantu segala jenis apapun terimakasih 🙏🏻🎁,5
"Aplikasinya udah cukup bagus dan memudahkan pengguna,tapi sayangnya menurut saya biaya admin perbulannya terlalu mahal kalau Rp.15000/bulan.Sedangkan di Bank lain mereka hanya Rp.5000-Rp.10000/bulan.Mungkin perlu sedikit perubahan kebijakan agar masyarakat tidak merasa terbebani dengan biaya admin tersebut.",5
kecewa pakai wonder...ambil uang di ATM lewat mobil tunai...uang di aplikasi wonder saldo berkurang...tp ATM gak bisa kluar uang dan di layar ATM tertulis TRANSAKSI gagal...sungguh sangat mengecewakan...tgl 12 mo ambil 800rb...uang gak kluar...tgl 16 baru di balikin ke rekening...mo ambil 750...kasus yg sama trulang lagi...laporan udah suruh nunggu 7 hari kerja lagi ..hadehhh lama2 pada ogah pake wonder...banyak erooorr dan ngrepotin nasabah,2
"Setelah menggunakan app ini semua transaksi yang saya lakukan menjadi mudah, baik transfer sesama bank maupun bank lain.",5
pelayanan memuaskan dan cepat,5
mudah pemakaian nya dan gak ribet untuk pendaftarannya 👍👍👍👍Terima kasih BNI 🙏🙏🙏🇮🇩🇮🇩🇮🇩🇮🇩,5
"beberapa hari ini kenapa ga bisa di buka yah neh aplikasi,tdi pagi pingin beli pulsa listrik ga bisa kebuka aplikasi nya sampai sekarang",1
malah ribet yg katanya super app malah repot dan ribet mending histori saldo dibuat seperti BNI Mobile tdk bisa bayar pertamina pangkalan gas yg katanya superapp tp malah isinya gk lengkap gini aj dipaksa bni mobil mau dimatiin,1
"sulit banget buat vermuk aja gajelas banget padahal udh saya ikutin langkah"" nya",1
kereenn .semudah membalikkan telapak tangan,5
"gila ribet bngt foto wajah az gagal Mulu,,udh sehari nunggu masih blm bsa jg.aplikasi apaan ini😡",1
vertifikasi wajah nya susah udah 4x gagal mulu padahal posisi sudah pas dan sudah mengikuti arahan dengan benar.,1
Turun bintang satu. makin kesini BNI makin ga jelas. ngmbil uang 3 kali transaksi pas yang terakhir uang ga keluar. masa saya sudh terpotong aneh brangkat ke bank kota wisata bilang suruh telpon call senter karena bank sudah mau tutup saya beli pulsa mau telpon call senter ga bisa bisa. bikin kesel ini masalah duit bro seharus nya klu duit blm ke ambil karena ATM kosong kenapa keterangan uang sudh terpotong. tolong pihak BNI di perbaiki lagi jadi makin ga nyaman saya,1
aplikasinya sudah bagus tapi saya bingung tibaba ada WA penagihan kartu kredit padahal saya tidak pernah mengaktifkannya kartu kredit memang saya pernah di kirim kartu kredit tapi saya tidak menggunakanya karena saya tinggal di daerah termasuk jauh dari kota maka sebab itu saya tidak pernah menggunakannya apa lagi mengaktifkannya,2
secara tampilan udah bagus hanya proses masuk aplikasinya lama banget. harus nunggu 15 dtk baru masuk beranda.,3
"ini gimana nyuruh semua nasabah ganti ke wondr by bni tapi aplikasinya lemot banget, bahkan sampai tidak bisa dibuka sama sekali. toling diperhatikan lagi, jaman udah canggih masih ketinggalan",3
"tolong di ringan kan lagi aplikasi nya,kalo pake wifi mudah,tapi kalo paket data gak bisa di buka",5
sangat memudahkan sekali kenapa gak dari dlu pake wondr yaa,5
cepat sekali saat dibutuhkan tidak pakai lama aplikasinya,5
"verifikasi wajah dalam aplikasi ini ""cacat"" walau sudah dilakukan segala hal sesuai instruksi tetap saja gagal atau muncul keterangan ""verifikasi wajah terlalu lama bla bla bla"" verifikasi wajah di aplikasi serupa tidak pernah sesulit ini..",1
"kenapa ini ga bisa dibuka, pas di klik aplikasinya balik lagi balik lagi ka ga mau ke buka aplikasinya",1
Tolong tambahkan fitur dark mode (opsional ganti tema),4
"verivikasi wajah yang agak sulit kita masuk, tolong diperbaiki. gimna kok enakan apk lainya",1
"berkali"" coba, terkendala di scan wajah dll. katanya sudah melebihi batas. terus sama petugas di Bank, disuruh tunggu besok lagi, datang besok nya kejadian begitu lagi, di suruh tunggu besok lagi. di minta buat lewat petugas nya malah tidak bisa, alasannya pimpinannya keluar.",1
ini pembayaran gagal trus kenapa ya??? apa emng sejelek ini???,1
"yah minimal setiap cabang di sekolahin dulu lah ya tentang apk ini.. biar kita yg mau jadi Coustumer bang BNI GK terlalu pusing.. masak yg kerja 4 orang yg pinter tentang apk ini cuma petugas satpam.. plis tolong lah minimal di sekolahin dulu yg di depan komputer biar kalo kita tanya ngerti dan GK harus jawab saya gk tau pak.. terus ngasih arahan ""nanti sama satpam pak yg tau pak"".. dalam pikiran saya apa gunanya manusia ini..",1
"BNI semakin mantap dengan WONDR nya, keren dan ringan",5
sangat mudah untuk melakukan transaksi dan berharap aplikasi ini tidak ada gangguan seperti BNI mbanking,5
"Mantap, cara penggunaannya praktis dan simpel 👍🏻",5
udah satu minggu aplikasi dlm perbaikan trs kenapa ya,3
mohon bantuannya dan klu bisa di permudah untuk pinjaman kartu kredit saya dan bisa intip saldo.,5
"Tolong di perbaiki masalah login nya, pas awal buka aplikasi selalu ngefreeze gk mau masuk menu login nya. Bukan jaringan karna jaringan saya yg jelek soalnya saya buka livin aman2 saja. Karna hal ini saya mungkin memutuskan utk tidak menggunakan bank BNI lagi. Karna saat menyusahkan saat mau bayar2 sesuatu",1
"sinyal stabil tapi verifikasi tidak stabil,masih lebih ok app m banking bni versi lama",1
"tolong dong kak di kasi solusi buat vc dengan agen nya gimana padahal niat nya baik loh pengen buat akun biar bisa transaksi pake bni, tapi ini aja gk bisa bikin akun nya🙄",1
susah sekali verifikasi wajahnya seminggu tiap hari di coba gagal terus tolong perbaiki biar mudah,1
"Pengoperasiannya mudah,tapi alangkah baiknya rincian uang masuk+keluar di buat lebih detail lagi.",5
"tidak lebih baik dari versi sebelumnya. ""BNI mobile"" selama kita diharuskan untuk datang ke kantor cabang terdekat dengan alasan untuk ""verifikasi tambahan"" berarti masih Kuno dan tidak bisa mengikuti tuntutan jaman. Jaman yg serba cepat dan mudah tapi masih dibikin Lambat dan ribet! 👎👎",1
"akses cepat, ada notifikasi transaksi, hanya mutasi rekening tidak ada mutasi saldo berkurang atau bertambah terima kasih",3
aplikasi nya rumit dan tidak bisa digunakan,1
pelayanan cepat banget,5
Semua jadi lebih Praktis dan Cepat,5
veripikasinya wajahnya susah,1
efektif dan cepat,5
"gabisa transfer,sama sekali apk gjls gagal mulu",1
susah bgt masuk ny klo lagi gangguan. kbnykan ganngguan,1
"mudah banget pakai wonder, tp tolong dong ada catatan mutasi. soalnya untuk dana BOK / DAK Non fisik",5
"sangat bagus , dan membantu sekali",5
"kenapa sulit sekali untuk melakukan verifikasi muka,udah bberapa kali gagal terus. bahkan punya teman teman saya pun sama kendala nya di verifikasi muka gagal terus. tolong dong solusi nya bagaimana.",3
"Saya gak meriksa apk ini selama 2 bulan, pas mau masuk, gak bisa. Padahal pinnya sudah saya ingat dengan baik, tapi pas dimasukkan, tetap salah. Ada tulisan 'Kartu debit kamu terblokir'.. cedih saya 😞🥀🥀",1
pelayanannya terhadap nasabah bagus dan dipertahankan kalau perlu ditingkatkan.,5
Aplikasi yang sangat membantu di saat jauh dari atm 🤗,5
"nyuruh ganti apk lama ke yang ini, malah gak bisa login, tulisannya ""anda belum memenuhi syarat untuk pakai apk wondr"" hdehh",1
setiap buka aplikasi selalu stuck di bacaan wondr nya kita ada keperluan pun bingung uang di dalam aplikasi selalu begitu tolong agak di perbarui,1
ga bisa di buka pas lagi penting2nya...bukannya mempermudah malah mempersulit,1
Tiap kali mau buka aplikasi masa harus masukin password melulu 🤦‍♀️,3
"kenapa sekarang ada iklannya, mau buka wondr selalu ada iklannya.",3
sudah login nya. apakah ada kendala aplikasi yang baru ini,1
"loadingnya lama bangett stuck logo, pdahal hape ku gak kentang haduhh udh coba update tp ttp sama aja.",1
"beberapa yang harus di perbaiki, diantaranya.. 1. ketika ingin menutup aplikasi, selalu terjadi stuck atau force close pada aplikasi 2. aplikasi lambat untuk respon ketika ingin masuk maupun keluar",2
"apknya bagus, lebih upgrade dari sebelumnya, cuman sedikit saran saja, bagian riwayat transaksi kalo bisa tetap ada kolom sisa saldonya seperti di apk sebelumnya, untuk sekarang saya kasih bintang 4 dulu ya, biar lebih baik kedepannya",4
semenjak instal pembaruan jadi susah masuknya,2
"admin, pleaseee lah masa di wondr gak ada tarik tunai di alfamart/indomaret (adanya cuma mobile tunai) ayolah di update",4
mudah di mengerti & penggunaanya... praktiss...,5
Aplikasi paling ribet yang pernah saya temui jangan pernah download.,1
"mohon maaf sebelumnya, ketika saya membuka aplikasi ini, katanya aplikasi ini menolak akses kenapa ya ?",3
emng mntap apk wonder ini sangat membantu bnget,5
"lancar bgt, banyak fitur baru",5
"Praktis sangat membantu,mudah simpel ✨",5
"kepada pihak BNI yang terhormat saya sebagai nasabah bank BNI merasa sangat di rugikan, saya beli pulsa Indosat dengan nominal 50.000 dan saya membelinya 2 kali tapi dari bukti transaksinya gagal tetapi saldo tetap kepotong, itu gmna tuh cba di perbaiki dan di kembalikan saldonya.",1
sangat mudah untuk melakukan pembayaran 🙏,5
kenapa ketika verifikasi wajah nggak perna bisa,2
"Aplikasi wondr lama sekali Loading nya untuk masuk ke login. Loadingnya luamaaaaaaaaaa puoooolllllll. bahkan gak bisa di andalkan saat saya lg cashless,,, mau transaksi malah nunggu loading luamaaaaaaaa mintaaa ampunnnn. sampe antrian di kasir tambah puanjang, bikin maluuuu,,,,, mau login aja susaahhhh,,,, tapi kalo sudah login sebenernya fast click. cuma mau masuk ke menu login ituuuu,,, mintaaa ampunnnnnnn. tolong diupdate. dulu pake BNI mobile, aman, tidak pernah loading bahkan.",1
"Sebelumya pakai qris BNI mobile ga pernah masalah, ini pakai qris di aplikasi wondr malah dana sudah terpotong tapi gak masuk ke tokonya, telpon CS buat laporan disuruh nunggu 20hari kerja, disuruh buat surat pernyataan, disuruh konfirmasi juga ke pihak merchant qris tokonya....asli parah, dana kita yg nyangkut jd kita yg disuruh repot, kerja mu apa?? kan bisa cek sistem.",1
tidak bisa setor tunai tanpa kartu ternyata,1
"improve lagi applikasinya. perluas lagi jangkauannya. Anehnya saat scan E-KTP, alamatnya bisa berubah dari Kab. Kendal di E-Ktp menjadi Kab. Tegal di Appsnya. Dan Di kawasan tegalpun gak ada nama desa, kecamatan. ngawur sekali 🤣🤣",3
cepat dan akurat,5
"dulu pernah download tp gk bisa login gk tau kenapa, katanya musti ke bank tersekat,ini coba download lagi kalo tte gak bisa login ya sudah hapus lg aja gak guna",3
tambah lebih mudah untuk TF kemana aja,5
"aplikasi tolol mau daftar aja susah. edit: susah saat photo ktp + edit : sama aja gak bisa, saran gw mending kasih fitur login lewat kartu ATM biar mudah dah simpel (kalo masih tetap begini gak bakalan banyak peminat, mending pakai BRImo lebih mudah saat daftar)",1
"saya bru aja instal wondr, tapi untuk masuk ke login itu butuh waktu lama sekali, sedangkan internet saya lancar, kuota banyak dan yg jelas perangkat saya juga sudah tahun tinggi. untuk developer, mohon di perbaiki secara berkala dan jangan terlalu banyak debugging. karena saya pribadi, sering menggunakan mobile banking ini untuk qris ataupun transfer. dan menunggu untuk ke laman login membutuhkan waktu sekitar hampir 5 menit. mohon untuk perbaikan sistemnya",4
"apk ga niat, mau bayar pdam aja ga bisa². mending BNI MB.",1
lumayan sangat membantu untuk transaksi dengan keluarga saya👍,4
"ok, saya puas. Cuma fitur e- wallet mohon di permudah dan lebih jelas.",5
"Trimakasih telah memudahkan, semoga selalu berjaya dan menjadi andalan banyak orang",5
"knp susah sekali verifikasi wajahnyaa,ini punya mama saya dapet bantuan bpnt pake bank bni tapi knp susah bgt verifikasi buat orng yg sakit mama saya sakit susah buat gerakin kelapa dan kedipin mata harus di bikin gampang buat orng yg sakit",4
mempermudah keperluan sehari².,4
mudah praktis dan aman apalagi ada hadiah yang sangat menarik dan mudah²an dapat salah satunya.,5
"kita yg di Hongkong ribet lah harus bawa"" dokumen ke kantor ganti app, lagian klw kegunaannya SAMA nga pain mesti ganti sih? aku sdh nyaman pake BNI MBANKING Ada"" aja gebrakannya. mana kantor BNI fi Hongkong yg causwayby staf e JUDES! ganti aplikasi harus ke kantor,, buat ini itu harus ke kantor RIBET. ganti bank dah.",1
"Fitur nya sangat baik,,untuk transaksi cepat,,. suka deh dengan aplikasi ini",5
"ini aplikasi wondr kok tidak bisa dibuka ya selalu ngestuck diawal aplikasi di klikan pertama setiap mau login, gitu aja terus jadi tidak bisa dipakai transaksi online",1
lebih mudah di gunakan untuk segala hal pembayaran,5
bagus dan sangat membantu cuma baru baru ini ko susah sekali buka aplikasi y tiap buka pasti kelempar😭,5
"aplikasi yang ga jelas. masa buka nya saja lamaa, haruss nunggu waktu beberapa menit. ini benaran buat orang keganggu, mulai dari transaksi dan lain sebagainya. tolong dong, pakai tolong banget bisa ga hal ini di perbaiki. karena waktu untuk membuka apk saja itu udah membuat kesal karena waktu yang terbuang begitu sajaa, hanya untuk membuka apk. sangat tidak fleksibel jika masalah ini masih tidak bisa di perbaiki",2
transaksi makin mudah dan praktis,4
"kenapa saya gagal trus verifikasi KTP sudah 3 hari😭padahal lgi penting bngt,setiap verifikasi ada tulisan ""ada kendala tim kami sedang perbaiki"" setiap hari sperti ini, tolong di perhatikan min😭",2
"sejauh ini proses aman, cepat, dan jarang nge bug lg sprt sblumnya. semoga d pertahankan yaa seterusnya 👍👌",4
"woiiii aplikasinya kenapa harus login lagi terus di suruh verifikasi lagi padahal ini sudah pernah di lakukan masa harus verifikasi lagi, udah gitu verifikasinya susah lagi masa sudah ngikutin petunjuk tetap gagal mulu, benerin tuh aplikasinya, yg harusnya mau transaksi cepat harus nunggu verifikasi lagi, gak recomended banget lah",1
"lelet untuk wilayah yg low signal, tingkatkan kualitas",5
"baru pertama pake bank BNI, tapi sekali nya buat dapet pelayanan yg bagus menurut saya. semoga lebih baik lagi kedepannya dan sukses buat karyawan BNI 👌",5
cepat dan mantap,5
aplikasi ini sangat tidak memuaskan mana uang ku ngak bisa di transfer tolong di perbaiki lagi saya sangat membutuh kan uang yg ada di dalam aplikasi ini seandainya uang ku ngak taro di aplikasi dan saya mengunakan aplikasi dana mungkin uangku sudah bisa di transfer 😡😡😡😡,1
"luar biasaa ,sangat membantu kita yg diplosok ,yg tidak ada Mesin Atm",5
kenapa aplikasi wondrnya ngebug si? tidak bisa di klik,1
"untuk aplikasinya sudah bagus, cuma kekurangannya untuk tarik tunai tanpa kartu harus isi pulsa dulu, kalau bisa di buat simple, tarik tunai tanpa kartu biayanya di potong langsung dari tabungan, tanpa harus isi pulsa lagi",4
kenapa ya pada saat verifikasi wajah selalu di tolak apa yang salah data sudah benar selalu aja di tolak,2
Saya mengalami kendala namun tak ads respon.,1
ga bisa verifikasi wajah udah nyoba berkali-kali gagal terus,1
"Gilaaaaaaaaaaa, verifikasi muka ampe pegeeeell ini susah bener .... ini hp saya yg eror apa apk'a yang jelek berhari2 lakuin kaga bisa2 ... perbaikin donk ganti kek verifikasi email atau apalah kalo ini susah bener .... bad dah gw apus juga nii apk",1
"Susah verifikasi wajah. perintah blm dikasih, waktu udh habis. apa apaan kecewa bgt mending kaya bni mobile dl",1
aplikasi mbanking paling simple buat emak emak gaul hihi keren banget fiturnya simple,5
pop up keyboard selalu muncul saat pembelian pulsa untuk no orang lain (tidak bisa di minimise) tolong diperbaharui 🙏,5
Aplikasinya enak. Saran aja untuk bagian mutasi dikasih keterangan sisa saldonya seperti apk yg dulu biar lebih detail dan enak,5
Sangat mudah di gunakan,5
minimum saldo yang harus tersimpan tidak dijelaskan dari awal pembuatan rekening. seharusnya itu dijelaskan kelebihan stack menyimpan sejumlah saldo di dalam rekening dan berapa % bunga yang didapat. karena bagaimanapun pihak aplikasi menahan uang yang merupakan milik nasabah,1
